indicator_id,domain_id,subdomain_id,indicator_kind,indicator_label,research_prompt,knowledge_status,verification_status,ocm_code,version,status
IND-000197,DOM-07,DOM-07-S07,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for inheritance practice.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000198,DOM-07,DOM-07-S07,variation_change,"Document site, kili, gender, generation and historical variation in inheritance practice.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000199,DOM-07,DOM-07-S08,presence_form,"Document the presence, local name and form of hospitality.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000200,DOM-07,DOM-07-S08,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for hospitality.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000201,DOM-07,DOM-07-S08,variation_change,"Document site, kili, gender, generation and historical variation in hospitality.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000202,DOM-07,DOM-07-S09,presence_form,"Document the presence, local name and form of conflict resolution.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000203,DOM-07,DOM-07-S09,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for conflict resolution.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000204,DOM-07,DOM-07-S09,variation_change,"Document site, kili, gender, generation and historical variation in conflict resolution.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000205,DOM-07,DOM-07-S10,presence_form,"Document the presence, local name and form of community obligations.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000206,DOM-07,DOM-07-S10,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for community obligations.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000207,DOM-07,DOM-07-S10,variation_change,"Document site, kili, gender, generation and historical variation in community obligations.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000208,DOM-07,DOM-07-S11,presence_form,"Document the presence, local name and form of care.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000209,DOM-07,DOM-07-S11,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for care.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000210,DOM-07,DOM-07-S11,variation_change,"Document site, kili, gender, generation and historical variation in care.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000211,DOM-08,DOM-08-S01,presence_form,"Document the presence, local name and form of agriculture.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000212,DOM-08,DOM-08-S01,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for agriculture.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000213,DOM-08,DOM-08-S01,variation_change,"Document site, kili, gender, generation and historical variation in agriculture.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000214,DOM-08,DOM-08-S02,presence_form,"Document the presence, local name and form of agricultural calendar.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000215,DOM-08,DOM-08-S02,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for agricultural calendar.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000216,DOM-08,DOM-08-S02,variation_change,"Document site, kili, gender, generation and historical variation in agricultural calendar.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000217,DOM-08,DOM-08-S03,presence_form,"Document the presence, local name and form of forest use.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000218,DOM-08,DOM-08-S03,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for forest use.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000219,DOM-08,DOM-08-S03,variation_change,"Document site, kili, gender, generation and historical variation in forest use.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000220,DOM-08,DOM-08-S04,presence_form,"Document the presence, local name and form of hunting and fishing.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000221,DOM-08,DOM-08-S04,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for hunting and fishing.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000222,DOM-08,DOM-08-S04,variation_change,"Document site, kili, gender, generation and historical variation in hunting and fishing.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000223,DOM-08,DOM-08-S05,presence_form,"Document the presence, local name and form of livestock.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000224,DOM-08,DOM-08-S05,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for livestock.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000225,DOM-08,DOM-08-S05,variation_change,"Document site, kili, gender, generation and historical variation in livestock.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000226,DOM-08,DOM-08-S06,presence_form,"Document the presence, local name and form of occupation.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000227,DOM-08,DOM-08-S06,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for occupation.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000228,DOM-08,DOM-08-S06,variation_change,"Document site, kili, gender, generation and historical variation in occupation.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000229,DOM-08,DOM-08-S07,presence_form,"Document the presence, local name and form of land relations.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000230,DOM-08,DOM-08-S07,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for land relations.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000231,DOM-08,DOM-08-S07,variation_change,"Document site, kili, gender, generation and historical variation in land relations.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000232,DOM-08,DOM-08-S08,presence_form,"Document the presence, local name and form of ecological knowledge.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000233,DOM-08,DOM-08-S08,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for ecological knowledge.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000234,DOM-08,DOM-08-S08,variation_change,"Document site, kili, gender, generation and historical variation in ecological knowledge.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000235,DOM-08,DOM-08-S09,presence_form,"Document the presence, local name and form of plants.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000236,DOM-08,DOM-08-S09,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for plants.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000237,DOM-08,DOM-08-S09,variation_change,"Document site, kili, gender, generation and historical variation in plants.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000238,DOM-08,DOM-08-S10,presence_form,"Document the presence, local name and form of animals.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000239,DOM-08,DOM-08-S10,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for animals.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000240,DOM-08,DOM-08-S10,variation_change,"Document site, kili, gender, generation and historical variation in animals.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000241,DOM-08,DOM-08-S11,presence_form,"Document the presence, local name and form of seasonality.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000242,DOM-08,DOM-08-S11,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for seasonality.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000243,DOM-08,DOM-08-S11,variation_change,"Document site, kili, gender, generation and historical variation in seasonality.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000244,DOM-09,DOM-09-S01,presence_form,"Document the presence, local name and form of cosmology.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000245,DOM-09,DOM-09-S01,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for cosmology.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000246,DOM-09,DOM-09-S01,variation_change,"Document site, kili, gender, generation and historical variation in cosmology.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000247,DOM-09,DOM-09-S02,presence_form,"Document the presence, local name and form of sacred beings.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000248,DOM-09,DOM-09-S02,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for sacred beings.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000249,DOM-09,DOM-09-S02,variation_change,"Document site, kili, gender, generation and historical variation in sacred beings.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000250,DOM-09,DOM-09-S03,presence_form,"Document the presence, local name and form of singbonga.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000251,DOM-09,DOM-09-S03,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for singbonga.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000252,DOM-09,DOM-09-S03,variation_change,"Document site, kili, gender, generation and historical variation in singbonga.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000253,DOM-09,DOM-09-S04,presence_form,"Document the presence, local name and form of bonga/spirit concepts.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000254,DOM-09,DOM-09-S04,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for bonga/spirit concepts.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000255,DOM-09,DOM-09-S04,variation_change,"Document site, kili, gender, generation and historical variation in bonga/spirit concepts.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000256,DOM-09,DOM-09-S05,presence_form,"Document the presence, local name and form of ancestors.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000257,DOM-09,DOM-09-S05,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for ancestors.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000258,DOM-09,DOM-09-S05,variation_change,"Document site, kili, gender, generation and historical variation in ancestors.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000259,DOM-09,DOM-09-S06,presence_form,"Document the presence, local name and form of pahan.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000260,DOM-09,DOM-09-S06,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for pahan.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000261,DOM-09,DOM-09-S06,variation_change,"Document site, kili, gender, generation and historical variation in pahan.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000262,DOM-09,DOM-09-S07,presence_form,"Document the presence, local name and form of religious specialists.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000263,DOM-09,DOM-09-S07,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for religious specialists.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000264,DOM-09,DOM-09-S07,variation_change,"Document site, kili, gender, generation and historical variation in religious specialists.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000265,DOM-09,DOM-09-S08,presence_form,"Document the presence, local name and form of sacred places.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000266,DOM-09,DOM-09-S08,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for sacred places.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000267,DOM-09,DOM-09-S08,variation_change,"Document site, kili, gender, generation and historical variation in sacred places.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000268,DOM-09,DOM-09-S09,presence_form,"Document the presence, local name and form of sarna.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000269,DOM-09,DOM-09-S09,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for sarna.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000270,DOM-09,DOM-09-S09,variation_change,"Document site, kili, gender, generation and historical variation in sarna.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000271,DOM-09,DOM-09-S10,presence_form,"Document the presence, local name and form of offerings.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000272,DOM-09,DOM-09-S10,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for offerings.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000273,DOM-09,DOM-09-S10,variation_change,"Document site, kili, gender, generation and historical variation in offerings.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000274,DOM-09,DOM-09-S11,presence_form,"Document the presence, local name and form of prayer and invocation.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000275,DOM-09,DOM-09-S11,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for prayer and invocation.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000276,DOM-09,DOM-09-S11,variation_change,"Document site, kili, gender, generation and historical variation in prayer and invocation.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000277,DOM-09,DOM-09-S12,presence_form,"Document the presence, local name and form of taboos.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000278,DOM-09,DOM-09-S12,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for taboos.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000279,DOM-09,DOM-09-S12,variation_change,"Document site, kili, gender, generation and historical variation in taboos.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000280,DOM-09,DOM-09-S13,presence_form,"Document the presence, local name and form of sacred objects.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000281,DOM-09,DOM-09-S13,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for sacred objects.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000282,DOM-09,DOM-09-S13,variation_change,"Document site, kili, gender, generation and historical variation in sacred objects.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000283,DOM-09,DOM-09-S14,presence_form,"Document the presence, local name and form of healing ritual.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000284,DOM-09,DOM-09-S14,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for healing ritual.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000285,DOM-09,DOM-09-S14,variation_change,"Document site, kili, gender, generation and historical variation in healing ritual.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000286,DOM-10,DOM-10-S01,presence_form,"Document the presence, local name and form of festival master.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000287,DOM-10,DOM-10-S01,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for festival master.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000288,DOM-10,DOM-10-S01,variation_change,"Document site, kili, gender, generation and historical variation in festival master.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000289,DOM-10,DOM-10-S02,presence_form,"Document the presence, local name and form of sarhul/ba.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000290,DOM-10,DOM-10-S02,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for sarhul/ba.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000291,DOM-10,DOM-10-S02,variation_change,"Document site, kili, gender, generation and historical variation in sarhul/ba.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000292,DOM-10,DOM-10-S03,presence_form,"Document the presence, local name and form of karam.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000293,DOM-10,DOM-10-S03,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for karam.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000294,DOM-10,DOM-10-S03,variation_change,"Document site, kili, gender, generation and historical variation in karam.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000295,DOM-10,DOM-10-S04,presence_form,"Document the presence, local name and form of sohrai.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000296,DOM-10,DOM-10-S04,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for sohrai.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000297,DOM-10,DOM-10-S04,variation_change,"Document site, kili, gender, generation and historical variation in sohrai.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000298,DOM-10,DOM-10-S05,presence_form,"Document the presence, local name and form of mage.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000299,DOM-10,DOM-10-S05,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for mage.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000300,DOM-10,DOM-10-S05,variation_change,"Document site, kili, gender, generation and historical variation in mage.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000301,DOM-10,DOM-10-S06,presence_form,"Document the presence, local name and form of phagu.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000302,DOM-10,DOM-10-S06,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for phagu.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000303,DOM-10,DOM-10-S06,variation_change,"Document site, kili, gender, generation and historical variation in phagu.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000304,DOM-10,DOM-10-S07,presence_form,"Document the presence, local name and form of other local festivals.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000305,DOM-10,DOM-10-S07,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for other local festivals.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000306,DOM-10,DOM-10-S07,variation_change,"Document site, kili, gender, generation and historical variation in other local festivals.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000307,DOM-10,DOM-10-S08,presence_form,"Document the presence, local name and form of festival sequence.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000308,DOM-10,DOM-10-S08,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for festival sequence.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000309,DOM-10,DOM-10-S08,variation_change,"Document site, kili, gender, generation and historical variation in festival sequence.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000310,DOM-10,DOM-10-S09,presence_form,"Document the presence, local name and form of festival objects.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000311,DOM-10,DOM-10-S09,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for festival objects.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000312,DOM-10,DOM-10-S09,variation_change,"Document site, kili, gender, generation and historical variation in festival objects.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000313,DOM-10,DOM-10-S10,presence_form,"Document the presence, local name and form of festival food.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000314,DOM-10,DOM-10-S10,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for festival food.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000315,DOM-10,DOM-10-S10,variation_change,"Document site, kili, gender, generation and historical variation in festival food.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000316,DOM-10,DOM-10-S11,presence_form,"Document the presence, local name and form of festival performance.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000317,DOM-10,DOM-10-S11,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for festival performance.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000318,DOM-10,DOM-10-S11,variation_change,"Document site, kili, gender, generation and historical variation in festival performance.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000319,DOM-11,DOM-11-S01,presence_form,"Document the presence, local name and form of food.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000320,DOM-11,DOM-11-S01,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for food.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000321,DOM-11,DOM-11-S01,variation_change,"Document site, kili, gender, generation and historical variation in food.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000322,DOM-11,DOM-11-S02,presence_form,"Document the presence, local name and form of ingredients.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000323,DOM-11,DOM-11-S02,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for ingredients.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000324,DOM-11,DOM-11-S02,variation_change,"Document site, kili, gender, generation and historical variation in ingredients.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000325,DOM-11,DOM-11-S03,presence_form,"Document the presence, local name and form of preparation.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000326,DOM-11,DOM-11-S03,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for preparation.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000327,DOM-11,DOM-11-S03,variation_change,"Document site, kili, gender, generation and historical variation in preparation.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000328,DOM-11,DOM-11-S04,presence_form,"Document the presence, local name and form of everyday food.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000329,DOM-11,DOM-11-S04,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for everyday food.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000330,DOM-11,DOM-11-S04,variation_change,"Document site, kili, gender, generation and historical variation in everyday food.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000331,DOM-11,DOM-11-S05,presence_form,"Document the presence, local name and form of ritual food.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000332,DOM-11,DOM-11-S05,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for ritual food.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000333,DOM-11,DOM-11-S05,variation_change,"Document site, kili, gender, generation and historical variation in ritual food.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000334,DOM-11,DOM-11-S06,presence_form,"Document the presence, local name and form of festival food.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000335,DOM-11,DOM-11-S06,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for festival food.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000336,DOM-11,DOM-11-S06,variation_change,"Document site, kili, gender, generation and historical variation in festival food.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000337,DOM-11,DOM-11-S07,presence_form,"Document the presence, local name and form of life-cycle food.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000338,DOM-11,DOM-11-S07,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for life-cycle food.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000339,DOM-11,DOM-11-S07,variation_change,"Document site, kili, gender, generation and historical variation in life-cycle food.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000340,DOM-11,DOM-11-S08,presence_form,"Document the presence, local name and form of beverages.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000341,DOM-11,DOM-11-S08,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for beverages.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000342,DOM-11,DOM-11-S08,variation_change,"Document site, kili, gender, generation and historical variation in beverages.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000343,DOM-11,DOM-11-S09,presence_form,"Document the presence, local name and form of handia/illi.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000344,DOM-11,DOM-11-S09,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for handia/illi.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000345,DOM-11,DOM-11-S09,variation_change,"Document site, kili, gender, generation and historical variation in handia/illi.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000346,DOM-11,DOM-11-S10,presence_form,"Document the presence, local name and form of food restrictions.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
IND-000347,DOM-11,DOM-11-S10,process_meaning,"Document actors, timing, place, sequence, objects, words and participant meaning for food restrictions.","Who does what, when, where, how, with which objects/words, and what does it mean to participants?",candidate,field_verification_required,,1,active
IND-000348,DOM-11,DOM-11-S10,variation_change,"Document site, kili, gender, generation and historical variation in food restrictions.","How does it vary across sites or groups, and how has it changed over time?",candidate,field_verification_required,,1,active
IND-000349,DOM-11,DOM-11-S11,presence_form,"Document the presence, local name and form of hospitality.","What is it, what is it called locally, and what form does it take?",candidate,field_verification_required,,1,active
